,FullAddress,long,lat
413,Kleine Markusstr. 009 10243 Berlin,13.4275207,52.5145299
414,Gubener Str. 001A 10243 Berlin,13.4449957,52.51543729999999
415,Revaler Str. 010 10245 Berlin,13.4535521,52.5081081
416,Gubener Str. 046(Erdgeschoss) 10243 Berlin,13.4485449,52.5119124
417,Bahrfeldtstr. 009- 10 10245 Berlin,13.471578,52.4949757
418,Schreinerstr. 062 10247 Berlin,13.4625789,52.5178665
419,Modersohnstr. 058 10245 Berlin,13.4563008,52.502148
420,Andreasstr. 051 10243 Berlin,13.4327296,52.5172496
421,Kinzigstr. 011 10247 Berlin,13.466412,52.5142386
422,Bänschstr. 052 10247 Berlin,13.465243,52.51797639999999
423,Rigaer Str. 014 10247 Berlin,13.457827,52.5176807
424,Gubener Str. 046(Dachgeschoss) 10243 Berlin,13.4485449,52.5119124
425,Seumestr. 013/13 A 10245 Berlin,13.4622866,52.5101502
426,Landsberger Allee 057 10249 Berlin,13.4430629,52.5254224
427,Bänschstr. 024 10247 Berlin,13.4615567,52.5188478
428,Kopernikusstr. 032 10243 Berlin,13.450664,52.5109451
429,Marchlewskistr. 050 10243 Berlin,13.4448031,52.5129549
430,Gubener Str. 049 10243 Berlin,13.4481435,52.51245710000001
431,Voigtstr. 026 10247 Berlin,13.4693314,52.5193277
432,Scharnweberstr. 023 10247 Berlin,13.4648671,52.5129175
433,Lenbachstr. 002 10245 Berlin,13.4680312,52.50652230000001
434,Rigaer Str. 096 10247 Berlin,13.4574433,52.5177475
435,Jessnerstr. 037 10247 Berlin,13.4714769,52.5108547
436,Oderstr. 034 10247 Berlin,13.4727564,52.5093685
437,Barnimstr. 038 10249 Berlin,13.4233991,52.52538920000001
438,Holteistr. 019 10245 Berlin,13.4669161,52.5095572
439,Markgrafendamm 026 10245 Berlin,13.4653168,52.49984629999999
440,Rigaer Str. 079 10247 Berlin,13.4638753,52.5166005
441,Simplonstr. 052 10245 Berlin,13.4636375,52.50568939999999
442,Richard-Sorge-Str. 069A 10249 Berlin,13.4465142,52.5209572
443,Landsberger Allee 049Haus 6 10249 Berlin,13.451643,52.5275839
444,Frankfurter Allee 016A 10247 Berlin,13.457771,52.5152037
445,Bänschstr. 012 10247 Berlin,13.4594275,52.51904330000001
446,Rigaer Str. 004 10247 Berlin,13.4546459,52.51824939999999
447,Grünberger Str. 026 10245 Berlin,13.4509857,52.512512
448,Landsberger Allee 053Ecke Virchowstraße 10249 Berlin,13.451643,52.5275839
449,Weidenweg 053 10247 Berlin,13.4542219,52.51894189999999
450,Scharnweberstr. 047 10247 Berlin,13.4672987,52.5125754
451,Stralauer Allee 018 10245 Berlin,13.4607352,52.4988286
452,Holzmarktstr. 025 10243 Berlin,13.4253998,52.5119155
453,Am Speicher 006 10245 Berlin,13.4743828,52.4957647
454,Haasestr. 009 10245 Berlin,13.4612459,52.50589129999999
455,Hausburgstr. 012 10249 Berlin,13.4535096,52.525747
456,Haasestr. 014 10245 Berlin,13.460863,52.5059675
457,Dolziger Str. 039 10247 Berlin,13.4677884,52.5189112
458,Weserstr. 043 10247 Berlin,13.4701823,52.5083372
459,Scharnweberstr. 035 10247 Berlin,13.4631665,52.5131019
460,Mildred-Harnack-Str. 010 10243 Berlin,13.4422845,52.5064528
461,Kinzigstr. 018 10247 Berlin,13.4651606,52.5135825
462,Simon-Dach-Str. 028 10245 Berlin,13.4555614,52.5086699
463,Rigaer Str. 071-73a 10247 Berlin,13.4670088,52.5160434
464,Weidenweg 053 10247 Berlin,13.4542219,52.51894189999999
465,Friedenstr. 087 10249 Berlin,13.4362027,52.52145909999999
466,Mehringdamm 116 10965 Berlin,13.385586,52.4864423
467,Planufer 077 10967 Berlin,13.4114246,52.4946962
468,Pücklerstr. 012 10997 Berlin,13.4320108,52.5036838
469,Reichenberger Str. 092 10999 Berlin,13.4394461,52.49287570000001
470,Wartenburgstr. 006 10963 Berlin,13.3811317,52.4955593
471,Solmsstr. 001 10961 Berlin,13.3933705,52.494107
472,Bethaniendamm 027 10997 Berlin,13.4230349,52.5050611
473,Reichenberger Str. 040 10999 Berlin,13.4245862,52.4972381
474,Lobeckstr. 011 10969 Berlin,13.404849,52.500273
475,Urbanstr. 062 10967 Berlin,13.4201635,52.489756
476,Planufer 081 10967 Berlin,13.4127727,52.4946247
477,Fontanepromenade 014 10967 Berlin,13.4080881,52.4919719
478,Methfesselstr. 014 10965 Berlin,13.3853862,52.4898591
479,Kochstr. 008 10969 Berlin,13.387726,52.5055776
480,Baerwaldstr. 018 10961 Berlin,13.4005659,52.4906606
481,Lübbener Str. 006 10997 Berlin,13.4368166,52.4987897
482,Paul-Lincke-Ufer 012 10999 Berlin,13.4328248,52.4925722
483,Cuvrystr. 026AOppelner Str. 21 10997 Berlin,13.4403048,52.4992537
484,Urbanstr. 048K 10967 Berlin,13.4180411,52.4901904
485,Dresdener Str. 128 10999 Berlin,13.4171654,52.5001944
486,Schlesische Str. 003 10997 Berlin,13.4423527,52.5004639
487,Cuvrystr. 036 10997 Berlin,13.4432938,52.4970539
488,Schwiebusser Str. 006 10965 Berlin,13.3924409,52.485861
489,Kreuzbergstr. 047 10965 Berlin,13.3754428,52.4893359
490,Lausitzer Str. 029- 30 10999 Berlin,13.4265028,52.4950337
491,Planufer 084 10967 Berlin,13.413671,52.49496809999999
492,Zossener Str. 022 10961 Berlin,13.3940242,52.4901188
493,Wartenburgstr. 007 10963 Berlin,13.3806461,52.4956239
494,Wassertorstr. 021A 10969 Berlin,13.4064659,52.50054230000001
495,Dresdener Str. 029 10999 Berlin,13.4152012,52.5043735
496,Dessauer Str. 027 10963 Berlin,13.3791004,52.503706
497,Reichenberger Str. 122 10999 Berlin,13.431882,52.4953422
498,Baerwaldstr. 056 10961 Berlin,13.4023155,52.49291890000001
499,Blücherstr. 046-47 10961 Berlin,13.4052321,52.4905263
500,Oranienstr. 192 10999 Berlin,13.42242,52.5002
501,Alexandrinenstr. 001B 10969 Berlin,13.4000022,52.49870929999999
502,Alte Jakobstr. 135-136 10969 Berlin,13.3978889,52.5022955
503,Bergmannstr. 012 10961 Berlin,13.3907422,52.489552
504,Wrangelstr. 031 10997 Berlin,13.4341602,52.5017917
505,Böckhstr. 021 10967 Berlin,13.4200694,52.4934135
506,Dieffenbachstr. 07677 10967 Berlin,13.404954,52.52000659999999
507,Böcklerstr. 008 10969 Berlin,13.4103422,52.4967067
508,Boppstr. 004 10967 Berlin,13.4214002,52.4909724
509,Cuvrystr. 039 10997 Berlin,13.4436956,52.4974534
510,Dolziger Str. 051 10247 Berlin,13.4640476,52.51957609999999
511,Falckensteinstr. 020 10997 Berlin,13.4410033,52.4971993
512,Böckhstr. 045 10967 Berlin,13.415376,52.4946219
513,Glogauer Str. 022 10999 Berlin,13.4365345,52.4925734
514,Johanniterstr. 017 10961 Berlin,13.3999368,52.4959923
515,Graefestr. 039 10967 Berlin,13.4149529,52.48938520000001
516,Heimstr. 015 10965 Berlin,13.3967209,52.4872221
517,Mittenwalder Str. 047 10961 Berlin,13.396745,52.4924259
518,Großbeerenstr. 013 10963 Berlin,13.3849537,52.4977913
519,Jahnstr. 007 10967 Berlin,13.4194955,52.48849449999999
520,Katzbachstr. 012 10965 Berlin,13.3766878,52.4887999
521,Lausitzer Platz 002 10997 Berlin,13.4297761,52.50051209999999
522,Lausitzer Str. 022 10999 Berlin,13.4271308,52.4956644
523,Cuvrystr. 024 10997 Berlin,13.4430732,52.4968207
524,Fichtestr. 019A 10967 Berlin,13.4139125,52.4886744
525,Lübbener Str. 026 10997 Berlin,13.436541,52.4988146
526,Mariannenstr. 047 10997 Berlin,13.4234328,52.5007888
527,Mariannenstr. 048 10997 Berlin,13.4234489,52.5008124
528,Markgrafenstr. 008 10969 Berlin,13.3947431,52.5046838
529,Hagelberger Str. 052 10965 Berlin,13.3850955,52.4914047
530,Möckernstr. 076 10965 Berlin,13.3793275,52.49020849999999
531,Muskauer Str. 030 10997 Berlin,13.4261309,52.50331550000001
532,Muskauer Str. 033 10997 Berlin,13.4267772,52.5031103
533,Muskauer Str. 043 10997 Berlin,13.4296998,52.5021376
534,Naunynstr. 072 10997 Berlin,13.4229529,52.5014406
535,Fidicinstr. 032 10965 Berlin,13.3914503,52.4868128
536,Heimstr. 007 10965 Berlin,13.3967836,52.48760559999999
537,Oranienstr. 202 10999 Berlin,13.4243627,52.4997616
538,Planufer 092 10967 Berlin,13.4168921,52.4952748
539,Reichenberger Str. 090 10999 Berlin,13.4375522,52.493427
540,Reichenberger Str. 099 10999 Berlin,13.4375663,52.493423
541,Riemannstr. 017 10961 Berlin,13.3915446,52.4906209
542,Grimmstr. 001A 10967 Berlin,13.4143468,52.4947539
543,Görlitzer Str. 032 10997 Berlin,13.4449308,52.49510309999999
544,Taborstr. 021 10997 Berlin,13.4471827,52.4981521
545,Waldemarstr. 057 10997 Berlin,13.4216536,52.5029676
546,Nostitzstr. 025 10961 Berlin,13.3902282,52.49005950000001
547,Willibald-Alexis-Str. 043 10965 Berlin,13.3963,52.48713
548,Wrangelstr. 063 10997 Berlin,13.4446513,52.4974704
549,Hasenheide 056 10967 Berlin,13.4095002,52.4895264
550,Forster Str. 056 10999 Berlin,13.4341634,52.4960894
551,Alte Jakobstr. 010 10969 Berlin,13.3987799,52.5034066
552,Adalbertstr. 087 10997 Berlin,13.4196562,52.50179439999999
553,Dresdener Str. 014 10999 Berlin,13.4171168,52.50077599999999
554,Eisenbahnstr. 021 10997 Berlin,13.434161,52.5039228
555,Obentrautstr. 052 10963 Berlin,13.3832128,52.49725669999999
556,Oranienstr. 004 10997 Berlin,13.4253241,52.4996364
557,Naunynstr. 069 10997 Berlin,13.4224549,52.501576
558,Görlitzer Str. 033 10997 Berlin,13.4449091,52.4951106
559,Heimstr. 016 10965 Berlin,13.3967268,52.4872749
560,Köpenicker Str. 174 10997 Berlin,13.4352084,52.5041221
561,Monumentenstr. 016 10965 Berlin,13.374392,52.4878111
562,Fürbringerstr. 027 10961 Berlin,13.3959735,52.49314409999999
563,Oranienstr. 056 10969 Berlin,13.4117687,52.5033625
564,Yorckstr. 088H 10965 Berlin,13.38574,52.49292
565,Köpenicker Str. 174 10997 Berlin,13.4352084,52.5041221
566,Katzbachstr. 019 10965 Berlin,13.3766529,52.487649
567,Arndtstr. 042 10965 Berlin,13.3960402,52.4881544
568,Leuschnerdamm 033 10999 Berlin,13.4176332,52.5033051
569,Wilhelmstr. 014A 10963 Berlin,13.388647,52.5022061
570,Ohlauer Str. 039/41 10999 Berlin,13.4291923,52.494426
571,Schwiebusser Str. 005 10965 Berlin,13.3930378,52.4858582
572,Markgrafenstr. 080 10969 Berlin,13.3948043,52.50431090000001
573,Boppstr. 009 10967 Berlin,13.4226607,52.4906733
574,Graefestr. 084 10967 Berlin,13.4186707,52.4942278
575,Adalbertstr. 088 10997 Berlin,13.4193742,52.50172329999999
576,Adalbertstr. 023B 10997 Berlin,13.4207233,52.50301270000001
577,Admiralstr. 020 10999 Berlin,13.4153904,52.4957346
578,Mariannenplatz 002A 10997 Berlin,13.4240746,52.50389449999999
579,Waldemarstr. 057 10997 Berlin,13.4216536,52.5029676
580,Großbeerenstr. 094 10963 Berlin,13.3858317,52.5004021
581,Liegnitzer Str. 014 10999 Berlin,13.4348147,52.4936829
582,Böckhstr. 011 10967 Berlin,13.4176527,52.4940554
583,Hasenheide 051 10967 Berlin,13.4104503,52.4887233
584,Alte Jakobstr. 172 10969 Berlin,13.3978077,52.5009971
585,Jahnstr. 014 10967 Berlin,13.4195069,52.4885791
586,Urbanstr. 021 10961 Berlin,13.4067899,52.4932702
587,Friesenstr. 004 10965 Berlin,13.3944329,52.4884323
588,Fidicinstr. 010 10965 Berlin,13.3904733,52.4869095
589,Eisenbahnstr. 009 10997 Berlin,13.43265,52.5024388
590,Glogauer Str. 026 10999 Berlin,13.4372139,52.4932598
591,Großbeerenstr. 056C 10965 Berlin,13.3832663,52.4921586
592,Reichenberger Str. 156A 10999 Berlin,13.4240773,52.4982328
593,Fidicinstr. 023 10965 Berlin,13.3932563,52.4866387
594,Solmsstr. 022 10961 Berlin,13.3923905,52.49068519999999
595,Böckhstr. 048 10967 Berlin,13.4173064,52.4941417
596,Bergmannstr. 098 10961 Berlin,13.3908298,52.4895396
597,Reichenberger Str. 062 10999 Berlin,13.4299415,52.4956697
598,Kreuzbergstr. 043 10965 Berlin,13.3744994,52.4888807
599,Zossener Str. 036 10961 Berlin,13.394505,52.4908976
600,Jüterboger Str. 008 10965 Berlin,13.3955601,52.4864606
601,Graefestr. 043 10967 Berlin,13.4144019,52.4886832
602,Markgrafenstr. 015A 10969 Berlin,13.3948239,52.5059139
603,Graefestr. 006 10967 Berlin,13.4197171,52.4955545
604,Glogauer Str. 032 10999 Berlin,13.4384243,52.4944778
605,Liegnitzer Str. 017 10999 Berlin,13.4343776,52.49324319999999
606,Stallschreiberstr. 013 10969 Berlin,13.4082107,52.5061033
607,Muskauer Str. 055 10997 Berlin,13.4336084,52.50062750000001
608,Dieffenbachstr. 027 10967 Berlin,13.4177384,52.4923183
609,Wilhelmstr. 015 10963 Berlin,13.3880701,52.50257
610,Bergmannstr. 068 10961 Berlin,13.3979687,52.48889029999999
611,Muskauer Str. 011A 10997 Berlin,13.4313236,52.5017057
612,Ratiborstr. 008Reichenberger Str. 91 10999 Berlin,13.4389194,52.4926574
613,Ohlauer Str. 001 10999 Berlin,13.4318055,52.4970868
614,Bergmannstr. 003 10961 Berlin,13.3880939,52.48991849999999
615,Wilhelmstr. 003 10963 Berlin,13.3887882,52.5001464
616,Markgrafenstr. 020 10969 Berlin,13.3942723,52.5075501
617,Ritterstr. 036 10969 Berlin,13.4043934,52.5031756
618,Cuvrystr. 021 10997 Berlin,13.4435183,52.49727799999999
619,Wiener Str. 001- 6 10999 Berlin,13.4269652,52.4991004
620,Stresemannstr. 035 10963 Berlin,13.3868466,52.5005866
621,Hedemannstr. 007 10963 Berlin,13.3878146,52.5029096
622,Fontanepromenade 010 10967 Berlin,13.4084919,52.4912822
623,Prinzenstr. 085D 10969 Berlin,13.4099611,52.5031115
624,Reichenberger Str. 082 10999 Berlin,13.4353282,52.494074
625,Forster Str. 017 10999 Berlin,13.432015,52.4939523
626,Hornstr. 013 10963 Berlin,13.3800975,52.4945213
627,Wilhelmstr. 116/117 10963 Berlin,13.3861784,52.50424539999999
628,Oppelner Str. 020 10997 Berlin,13.4388751,52.4978062
629,Ohlauer Str. 044 10999 Berlin,13.4286258,52.4944445
630,Katzbachstr. 029 10965 Berlin,13.3767285,52.4895933
631,Bergmannstr. 005 10961 Berlin,13.3885544,52.489856
632,Möckernstr. 113 10963 Berlin,13.3801414,52.4965427
633,Urbanstr. 137 10967 Berlin,13.4139892,52.4918262
634,Bethaniendamm 063- 65 10999 Berlin,13.419911,52.5053648
635,Flottwellstr. 044 10785 Berlin,13.37233,52.50280189999999
636,Möckernstr. 139 10963 Berlin,13.3833048,52.502143
637,Eylauer Str. 013 10965 Berlin,13.3748817,52.4854683
638,Möckernkiez 006 10963 Berlin,13.3769447,52.4925797
639,Brandesstr. 001 10969 Berlin,13.3951064,52.4989217
640,Muskauer Str. 044 10997 Berlin,13.4298683,52.5020726
641,Blücherstr. 033 10961 Berlin,13.4036915,52.491472
642,Köpenicker Str. 175 10997 Berlin,13.43538,52.5041023
643,Blücherstr. 025 10961 Berlin,13.4000497,52.4935426
644,Axel-Springer-Str. 065 10969 Berlin,13.3988581,52.50784969999999
645,Zimmerstr. 028 10969 Berlin,13.3948216,52.5078582
646,Thaerstr. 028B 10249 Berlin,13.4569772,52.52339440000001
647,Am Friedrichshain 018A 10407 Berlin,13.4290048,52.5293003
648,Belforter Str. 011 10405 Berlin,13.4180919,52.5324736
649,Conrad-Blenkle-Str. 046 10407 Berlin,13.446844,52.530946
650,Dänenstr. 022 10439 Berlin,13.4052117,52.5498093
651,Diesterwegstr. 010 10405 Berlin,13.4279166,52.53984
652,Gaudystr. 009 10437 Berlin,13.4106356,52.54642399999999
653,Driesener Str. 024 10439 Berlin,13.405782,52.5516521
654,Eberswalder Str. 011 10437 Berlin,13.4077768,52.5412127
655,Eldenaer Str. 046 10247 Berlin,13.4604481,52.5202483
656,Erich-Weinert-Str. 033 10439 Berlin,13.4192801,52.5512424
657,Schwedter Str. 029- 36 10435 Berlin,13.4067214,52.5363198
658,Ella-Kay-Str. 006 10405 Berlin,13.4298556,52.5388878
659,Wichertstr. 024 10439 Berlin,13.4221389,52.5480215
660,Hans-Otto-Str. 040A 10407 Berlin,13.4380936,52.5322957
661,Jablonskistr. 033 10405 Berlin,13.4284546,52.5361475
662,John-Schehr-Str. 035 10407 Berlin,13.4391252,52.5357457
663,Knaackstr. 027 10405 Berlin,13.4181614,52.5348063
664,Saarbrücker Str. 015 10405 Berlin,13.4128932,52.5309172
665,Lychener Str. 055 10437 Berlin,13.4185666,52.5449321
666,Mandelstr. 013 10409 Berlin,13.4426507,52.5471864
667,Paul-Robeson-Str. 012 10439 Berlin,13.4093695,52.55248779999999
668,Pieskower Weg 048/50 10409 Berlin,13.4443755,52.54089980000001
669,Prenzlauer Allee 115 10409 Berlin,13.4308111,52.5483419
670,Oderberger Str. 027 10435 Berlin,13.405904,52.5399989
671,Prenzlauer Berg 015 10405 Berlin,13.4212417,52.52801359999999
672,Scherenbergstr. 001 10439 Berlin,13.4190585,52.5498063
673,Kuglerstr. 040 10439 Berlin,13.4202937,52.5517173
674,Lettestr. 004- 5 10437 Berlin,13.4199278,52.54300749999999
675,Marienburger Str. 030A 10405 Berlin,13.4281808,52.5337034
676,Schönhauser Allee 165 10435 Berlin,13.4120427,52.5349976
677,Dänenstr. 008 10439 Berlin,13.4105063,52.5499559
678,Dunckerstr. 014 10437 Berlin,13.4212258,52.543018
679,Stahlheimer Str. 027 10439 Berlin,13.4209316,52.5490235
680,Stavangerstr. 006 10439 Berlin,13.4091542,52.55486819999999
681,Syringenweg 023 10407 Berlin,13.4566789,52.5327285
682,Thomas-Mann-Str. 017-19 10409 Berlin,13.445876,52.54306860000001
683,Schivelbeiner Str. 012 10439 Berlin,13.4067262,52.5512702
684,Christinenstr. 030 10119 Berlin,13.4108184,52.5330903
685,Conrad-Blenkle-Str. 064 10407 Berlin,13.44987,52.5281641
686,Schivelbeiner Str. 029 10439 Berlin,13.4066935,52.5511247
687,Göhrener Str. 011 10437 Berlin,13.4207867,52.5407381
688,Greifenhagener Str. 002 10437 Berlin,13.4147037,52.5450769
689,Immanuelkirchstr. 001A 10405 Berlin,13.4244121,52.53226919999999
690,Schönhauser Allee 104 10439 Berlin,13.41386,52.5527907
691,Winsstr. 024 10405 Berlin,13.426274,52.5349139
692,Choriner Str. 030 10435 Berlin,13.4097401,52.5358877
693,Sonnenburger Str. 057 10437 Berlin,13.4069834,52.5465041
694,Choriner Str. 025 10435 Berlin,13.4093092,52.5354605
695,Dunckerstr. 021 10437 Berlin,13.4219973,52.5438895
696,Lychener Str. 021 10437 Berlin,13.4155151,52.542455
697,Christburger Str. 041 10405 Berlin,13.4256976,52.53626420000001
698,Gleimstr. 046 10437 Berlin,13.4064921,52.547307
699,Knaackstr. 053I/II 10435 Berlin,13.4149283,52.53701539999999
700,Pappelallee 041A 10437 Berlin,13.4199023,52.5470932
701,Schönhauser Allee 182 10119 Berlin,13.4099011,52.5303803
702,Oderberger Str. 050 10435 Berlin,13.4086588,52.538975
703,Hufelandstr. 032 10407 Berlin,13.4339711,52.53075459999999
704,Pasteurstr. 015 10407 Berlin,13.4336743,52.533724
705,Greifenhagener Str. 014 10437 Berlin,13.415146,52.5467774
706,Kollwitzstr. 016 10405 Berlin,13.4139124,52.5326199
707,Hagenauer Str. 001B 10435 Berlin,13.4165718,52.5388696
708,Lychener Str. 076 10437 Berlin,13.4210355,52.5462471
709,Lychener Str. 066 10437 Berlin,13.419816,52.5452474
710,Schliemannstr. 033 10437 Berlin,13.4192803,52.5433146
711,Pasteurstr. 038 10407 Berlin,13.4365523,52.53211109999999
712,Stargarder Str. 062 10437 Berlin,13.4208396,52.5453804
713,Bötzowstr. 006 10407 Berlin,13.431734,52.52951789999999
714,Sonnenburger Str. 054 10437 Berlin,13.4076507,52.54642219999999
715,Liselotte-Herrmann-Str. 012 10407 Berlin,13.4358207,52.5313527
716,Schliemannstr. 047 10437 Berlin,13.4168869,52.54097849999999
717,Schliemannstr. 044 10437 Berlin,13.417299,52.5413734
718,Kopenhagener Str. 065 10437 Berlin,13.4083984,52.5490206
719,Chodowieckistr. 035 10405 Berlin,13.4319117,52.53566559999999
720,Lettestr. 008 10437 Berlin,13.4184807,52.54362039999999
721,Mandelstr. 015 10409 Berlin,13.4421914,52.5479876
722,Hanns-Eisler-Str. 082 10409 Berlin,13.450273,52.5400909
723,Gürtelstr. 025 10409 Berlin,13.4550026,52.5435899
724,Esmarchstr. 024 10407 Berlin,13.4311839,52.53177489999999
725,Preußstr. 005 10409 Berlin,13.4345424,52.5442624
726,Käthe-Niederkirchner-Str. 026 10407 Berlin,13.432934,52.5300684
727,Husemannstr. 012 10435 Berlin,13.4178598,52.5376983
728,Winsstr. 002 10405 Berlin,13.4228341,52.5311949
729,Kopenhagener Str. 039 10437 Berlin,13.4016305,52.5484831
730,Eldenaer Str. 044 10247 Berlin,13.4613418,52.5200748
731,Kolmarer Str. 006 10405 Berlin,13.4191918,52.5337138
732,Jablonskistr. 024 10405 Berlin,13.4237912,52.5377349
733,Gleimstr. 056 10437 Berlin,13.4034212,52.5467987
734,Esmarchstr. 015 10407 Berlin,13.432821,52.5333115
735,Korsörer Str. 010 10437 Berlin,13.4019098,52.5475825
736,Gleimstr. 058 10437 Berlin,13.4023193,52.5466933
737,Chodowieckistr. 035EG links 10405 Berlin,13.4281619,52.5369497
738,Wichertstr. 057 10439 Berlin,13.4224327,52.5480808
739,Dänenstr. 004 10439 Berlin,13.4121014,52.54982620000001
740,Hufelandstr. 042 10407 Berlin,13.4355258,52.5300193
741,Greifenhagener Str. 029 10437 Berlin,13.4185051,52.55134529999999
742,Schivelbeiner Str. 043/44 10439 Berlin,13.4116117,52.55072939999999
743,Chodowieckistr. 002 10405 Berlin,13.4319534,52.5356509
744,Pasteurstr. 005 10407 Berlin,13.4323124,52.5343137
745,Dunckerstr. 090A 10437 Berlin,13.4188017,52.5407478
746,Greifenhagener Str. 033 10437 Berlin,13.4195335,52.5526378
747,Paul-Robeson-Str. 008 10439 Berlin,13.4138509,52.552125
748,Göhrener Str. 003 10437 Berlin,13.4212826,52.541224
749,Kollwitzstr. 066 10435 Berlin,13.4182338,52.53605779999999
750,Immanuelkirchstr. 014B 10405 Berlin,13.4261161,52.53172259999999
751,Dunckerstr. 025 10437 Berlin,13.4230166,52.5450163
752,Raumerstr. 019 10437 Berlin,13.4227366,52.5415005
753,Thaerstr. 031 10249 Berlin,13.4564346,52.5231167
754,Stargarder Str. 019 10437 Berlin,13.419852,52.54581959999999
755,Gaudystr. 010 10437 Berlin,13.4096423,52.5462564
756,Ella-Kay-Str. 036 10405 Berlin,13.4310763,52.5407046
757,Heinrich-Roller-Str. 020 10405 Berlin,13.4225949,52.5307702
758,Thaerstr. 030A 10249 Berlin,13.4566609,52.5237689
759,Ahlbecker Str. 011A 10437 Berlin,13.4234755,52.5450611
760,Fehrbelliner Str. 097 10119 Berlin,13.4095059,52.5310825
761,Thomas-Mann-Str. 063 10409 Berlin,13.4494503,52.541709
762,Paul-Robeson-Str. 030 10439 Berlin,13.4049412,52.552843
763,Cantianstr. 015 10437 Berlin,13.41033,52.5458812
764,Immanuelkirchstr. 014B 10405 Berlin,13.4261161,52.53172259999999
765,Bernhard-Lichtenberg-Str. 009 10407 Berlin,13.4372832,52.5353196
766,Walter-Friedländer-Str. 026 10249 Berlin,13.4572979,52.5245698
767,Dunckerstr. 077 10437 Berlin,13.4218755,52.5437561
768,Schliemannstr. 042 10437 Berlin,13.417616,52.5416777
769,Korsörer Str. 004 10437 Berlin,13.4038892,52.5477607
770,Liselotte-Herrmann-Str. 006 10407 Berlin,13.4338192,52.5322341
771,Winsstr. 069 10405 Berlin,13.4234507,52.5318585
772,Preußstr. 007 10409 Berlin,13.4336931,52.5442279
773,Gudvanger Str. 012 10439 Berlin,13.4224629,52.5481067
774,Erich-Weinert-Str. 064 10439 Berlin,13.4241049,52.5490799
775,Immanuelkirchstr. 014C 10405 Berlin,13.4261161,52.53172259999999
776,Seelower Str. 021 10439 Berlin,13.4107763,52.5526957
777,Gleimstr. 013 10437 Berlin,13.4072527,52.5471624
778,Greifenhagener Str. 035 10437 Berlin,13.4196287,52.5527625
779,Tegnerstr. 001Ecke Bornholmer Straße 11 10439 Berlin,13.4099493,52.55441649999999
780,Eldenaer Str. 036 10247 Berlin,13.4643177,52.5199509
781,Anton-Saefkow-Str. 064B 10407 Berlin,13.4444337,52.5352451
782,Cantianstr. 023 10437 Berlin,13.409951,52.5466752
783,Christburger Str. 013 10405 Berlin,13.4280861,52.5354386
784,Seelower Str. 003 10439 Berlin,13.410377,52.5508096
785,Chodowieckistr. 028 10405 Berlin,13.4240292,52.53837129999999
786,Korsörer Str. 019 10437 Berlin,13.4030077,52.5476813
787,Tegnerstr. 008 10439 Berlin,13.4099639,52.5545054
788,Cotheniusstr. 016 10407 Berlin,13.446581,52.5278552
789,Danziger Str. 073 10405 Berlin,13.4253001,52.53947849999999
790,Straßburger Str. 006B 10405 Berlin,13.41288,52.5290011
791,Agnes-Wabnitz-Str. 009 10249 Berlin,13.456191,52.52602719999999
792,Pappelallee 040 10437 Berlin,13.4190449,52.5472605
793,Jablonskistr. 035 10405 Berlin,13.4297563,52.5357029
794,Greifenhagener Str. 048 10437 Berlin,13.416238,52.54861959999999
795,Dunckerstr. 074 10437 Berlin,13.4220825,52.54398279999999
796,Andersenstr. 003 10439 Berlin,13.4039385,52.5552179
797,Christburger Str. 025 10405 Berlin,13.4299661,52.53479799999999
798,Bötzowstr. 049 10407 Berlin,13.4363365,52.5337694
799,Erich-Nehlhans-Str. 027/29 10247 Berlin,13.4599977,52.52419829999999
800,Bornholmer Str. 018 10439 Berlin,13.4058765,52.5543777
801,Bornholmer Str. 095 10439 Berlin,13.4141295,52.55365159999999
802,Käthe-Niederkirchner-Str. 022 10407 Berlin,13.4337966,52.5297097
803,Mühlenstr. 054 13187 Berlin,13.4111706,52.5615232
804,Storkower Str. 118 10407 Berlin,13.45043,52.53479000000001
805,Storkower Str. 118A 10407 Berlin,13.4507508,52.5344266
806,Schivelbeiner Str. 040 10439 Berlin,13.4114916,52.5507387
807,Käthe-Niederkirchner-Str. 029 10407 Berlin,13.4318642,52.5305119
808,Rykestr. 042 10405 Berlin,13.421512,52.53765000000001
809,Pfannschmidtstr. 070 13125 Berlin,13.4872249,52.6216103
810,Bahnhofstr. 053 13125 Berlin,13.473156,52.6126843
811,Tino-Schwierzina-Str. 046C 13089 Berlin,13.4342257,52.5587751
812,Bernkasteler Str. 009 13088 Berlin,13.4714815,52.5564268
813,Langhansstr. 074B 13086 Berlin,13.4307903,52.55473139999999
814,Else-Jahn-Str. 040 13088 Berlin,13.4735506,52.5516341
815,Falkenberger Str. 013-14 13088 Berlin,13.4731845,52.5546809
816,Gounodstr. 078 13088 Berlin,13.4613791,52.5472421
817,Große Seestr. 005 13086 Berlin,13.4647725,52.5570424
818,Liebermannstr. 020 13088 Berlin,13.46311,52.5596087
819,Lindenallee 048 13088 Berlin,13.4634312,52.5482409
820,Priesterstege 006 13129 Berlin,13.4532996,52.5942714
821,Roelckestr. 060 13086 Berlin,13.4544543,52.55897299999999
822,Roelckestr. 117 13086 Berlin,13.45486,52.55970989999999
823,Bühringstr. 021 13086 Berlin,13.43861,52.5583746
824,Streustr. 041 13086 Berlin,13.4402033,52.5508167
